country_a,country_b,probability,news_negativity,news_intensity,escalation_keywords,contiguity,distance_closeness,common_language,both_in_nato,mil_exp_mean,ucdp_recent_interstate,bias,w_news_negativity,w_news_intensity,w_escalation_keywords,w_contiguity,w_distance_closeness,w_common_language,w_both_in_nato,w_mil_exp_mean,w_ucdp_recent_interstate
Albania,Belgium,0.01600647127233121,0.0,0.0,0.0,0.0,0.45178291096481105,0.0,1.0,0.4244826494744013,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Bosnia and Herzegovina,0.11293655346563729,0.0,0.0,0.0,0.0,0.8590442456506509,0.0,0.0,0.37133517564192386,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Bulgaria,0.017918312218869126,0.0,0.0,0.0,0.0,0.850421432012084,0.0,1.0,0.5023654277464875,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Canada,0.014730790509989511,0.0,0.0,0.0,0.0,0.022296791272380885,0.0,1.0,0.42792360997588086,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,China,0.10095885849345376,0.0,0.0,0.0,0.0,0.021428370728251205,0.0,0.0,0.464663602227689,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Croatia,0.01731992143015334,0.0,0.0,0.0,0.0,0.7460385533648555,0.0,1.0,0.47192454013553875,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Czechia,0.016871350549676766,0.0,0.0,0.0,0.0,0.5883336853231819,0.0,1.0,0.4826893926337823,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Denmark,0.016661485066001815,0.0,0.0,0.0,0.0,0.43172951911001245,0.0,1.0,0.5240009744081623,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Egypt,0.10452205113935588,0.0,0.0,0.0,0.0,0.4441184379421386,0.0,0.0,0.36270395651929876,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Estonia,0.01694768091552164,0.0,0.0,0.0,0.0,0.36031792941657187,0.0,1.0,0.5942335040396468,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Finland,0.016315502078674042,0.0,0.0,0.0,0.0,0.3460273364376755,0.0,1.0,0.5146778286493561,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
